transaction_id,account_id,transaction_date,channel,merchant,amount,is_fraud
TXN0000688,ACC000572,2025-07-02 06:22:37,ATM,ATM Withdrawal,32419.05,0
TXN0000689,ACC000266,2025-11-02 01:50:37,POS,Swiggy,43179.22,1
TXN0000690,ACC000731,2025-10-25 22:39:37,ATM,ATM Withdrawal,23181.43,0
TXN0000691,ACC000488,2025-10-24 08:49:37,MOBILE_APP,Amazon,33066.99,1
TXN0000692,ACC000402,2025-09-08 16:19:37,MOBILE_APP,Flipkart,44810.8,0
TXN0000693,ACC000713,2025-10-09 18:13:37,ONLINE,Swiggy,18792.7,0
TXN0000694,ACC000406,2025-08-02 16:53:37,MOBILE_APP,Flipkart,32953.97,0
TXN0000695,ACC000570,2025-09-22 06:00:37,ATM,Amazon,48246.84,0
TXN0000696,ACC000761,2025-07-13 08:20:37,POS,ATM Withdrawal,12108.67,0
TXN0000697,ACC000471,2025-09-24 00:29:37,ONLINE,ATM Withdrawal,43977.68,0
TXN0000698,ACC000189,2025-10-06 20:53:37,POS,Flipkart,30108.25,0
TXN0000699,ACC000582,2025-10-03 23:51:37,POS,Swiggy,4520.54,0
TXN0000700,ACC000105,2025-10-02 23:55:37,POS,Flipkart,16894.56,0
TXN0000701,ACC000337,2025-08-21 00:46:37,ONLINE,Amazon,35880.44,1
TXN0000702,ACC000405,2025-07-01 16:39:37,MOBILE_APP,Flipkart,13448.21,0
TXN0000703,ACC000013,2025-09-17 16:44:37,MOBILE_APP,Amazon,19057.19,0
TXN0000704,ACC000234,2025-09-10 21:17:37,ONLINE,Flipkart,4786.81,0
TXN0000705,ACC000102,2025-09-21 14:24:37,MOBILE_APP,Netflix,1312.16,0
TXN0000706,ACC000460,2025-08-20 16:37:37,POS,Amazon,33371.57,1
TXN0000707,ACC000033,2025-07-22 04:16:37,ATM,Netflix,18674.6,0
TXN0000708,ACC000563,2025-07-26 03:47:37,MOBILE_APP,Flipkart,40498.61,0
TXN0000709,ACC000355,2025-09-10 03:49:37,POS,Flipkart,44763.31,0
TXN0000710,ACC000587,2025-10-28 07:19:37,ONLINE,Netflix,4590.43,0
TXN0000711,ACC000199,2025-08-21 05:23:37,ONLINE,Amazon,21742.29,0
TXN0000712,ACC000105,2025-07-06 10:30:37,ONLINE,ATM Withdrawal,46399.38,0
TXN0000713,ACC000662,2025-08-15 20:42:37,ONLINE,Swiggy,35348.4,0
TXN0000714,ACC000473,2025-09-22 12:36:37,ONLINE,Amazon,38916.12,0
TXN0000715,ACC000117,2025-08-13 16:22:37,POS,Flipkart,34464.66,1
TXN0000716,ACC000505,2025-10-29 00:00:37,ONLINE,Flipkart,6873.51,0
TXN0000717,ACC000457,2025-09-25 05:56:37,ATM,Flipkart,47475.91,0
TXN0000718,ACC000457,2025-07-13 07:56:37,ATM,Swiggy,40697.69,1
TXN0000719,ACC000493,2025-11-11 19:12:37,MOBILE_APP,Netflix,1641.01,0
TXN0000720,ACC000142,2025-07-08 14:37:37,MOBILE_APP,Flipkart,47721.15,0
TXN0000721,ACC000646,2025-09-26 23:10:37,MOBILE_APP,Swiggy,17035.22,0
TXN0000722,ACC000518,2025-07-01 04:37:37,ONLINE,Amazon,2957.77,0
TXN0000723,ACC000208,2025-08-08 19:39:37,ONLINE,Amazon,30380.1,0
TXN0000724,ACC000057,2025-09-14 11:26:37,MOBILE_APP,Swiggy,1438.85,0
TXN0000725,ACC000600,2025-09-06 09:36:37,ONLINE,Amazon,48308.46,0
TXN0000726,ACC000420,2025-10-20 11:45:37,ATM,Swiggy,47937.78,0
TXN0000727,ACC000385,2025-07-18 08:47:37,MOBILE_APP,Amazon,27160.72,0
TXN0000728,ACC000105,2025-09-28 03:48:37,MOBILE_APP,Netflix,20279.03,0
TXN0000729,ACC000119,2025-11-09 16:51:37,MOBILE_APP,ATM Withdrawal,29949.03,0
TXN0000730,ACC000432,2025-10-28 13:21:37,ONLINE,Amazon,2383.69,0
TXN0000731,ACC000254,2025-09-01 11:00:37,MOBILE_APP,Swiggy,41321.69,0
TXN0000732,ACC000644,2025-11-15 01:46:37,ATM,ATM Withdrawal,5264.6,0
TXN0000733,ACC000241,2025-10-10 15:56:37,MOBILE_APP,Netflix,15415.14,0
TXN0000734,ACC000441,2025-09-21 05:30:37,POS,Netflix,39968.7,0
TXN0000735,ACC000547,2025-07-07 17:01:37,ONLINE,Amazon,36710.07,0
TXN0000736,ACC000727,2025-11-04 03:25:37,ATM,Flipkart,7475.59,0
TXN0000737,ACC000664,2025-07-29 11:32:37,ONLINE,Flipkart,1641.32,0
TXN0000738,ACC000764,2025-11-04 19:00:37,ONLINE,Netflix,36664.22,0
TXN0000739,ACC000798,2025-07-17 21:04:37,POS,Swiggy,29376.77,0
TXN0000740,ACC000395,2025-08-31 11:51:37,POS,Swiggy,25849.79,0
TXN0000741,ACC000572,2025-08-21 02:03:37,ONLINE,Amazon,8831.35,0
TXN0000742,ACC000505,2025-07-09 00:51:37,ATM,Flipkart,26440.94,0
TXN0000743,ACC000561,2025-10-31 13:43:37,ATM,ATM Withdrawal,41932.52,1
TXN0000744,ACC000160,2025-09-06 14:58:37,POS,ATM Withdrawal,16542.7,0
TXN0000745,ACC000042,2025-10-13 03:42:37,ATM,Swiggy,27135.15,0
TXN0000746,ACC000147,2025-09-26 04:27:37,ATM,Flipkart,25414.21,0
TXN0000747,ACC000315,2025-08-10 04:51:37,ATM,Amazon,44376.35,1
TXN0000748,ACC000100,2025-08-01 14:44:37,MOBILE_APP,Netflix,43380.15,0
TXN0000749,ACC000336,2025-07-23 01:10:37,POS,ATM Withdrawal,41642.18,0
TXN0000750,ACC000149,2025-10-30 15:25:37,MOBILE_APP,ATM Withdrawal,35338.84,0
TXN0000751,ACC000188,2025-07-24 03:09:37,ONLINE,Flipkart,40310.14,0
TXN0000752,ACC000714,2025-07-03 04:43:37,ATM,Flipkart,12189.96,0
TXN0000753,ACC000314,2025-08-27 07:13:37,ATM,ATM Withdrawal,38942.42,0
TXN0000754,ACC000554,2025-07-28 13:10:37,MOBILE_APP,Amazon,46009.58,0
TXN0000755,ACC000412,2025-08-01 05:40:37,POS,Flipkart,4734.19,0
TXN0000756,ACC000771,2025-06-30 17:07:37,ATM,Swiggy,3763.33,0
TXN0000757,ACC000253,2025-09-20 02:11:37,ATM,Swiggy,4264.7,0
TXN0000758,ACC000407,2025-08-30 12:10:37,POS,Flipkart,31331.02,1
TXN0000759,ACC000447,2025-11-06 12:23:37,ONLINE,Swiggy,29427.15,0
TXN0000760,ACC000717,2025-07-22 15:40:37,MOBILE_APP,Amazon,26633.15,0
TXN0000761,ACC000289,2025-08-21 15:30:37,ATM,Flipkart,14717.79,0
TXN0000762,ACC000456,2025-08-19 21:43:37,POS,Swiggy,21893.58,0
TXN0000763,ACC000638,2025-07-15 19:16:37,ATM,Swiggy,15253.86,0
TXN0000764,ACC000455,2025-09-15 08:00:37,ONLINE,Swiggy,3226.24,0
TXN0000765,ACC000106,2025-08-10 15:57:37,POS,Netflix,13005.81,0
TXN0000766,ACC000007,2025-09-25 02:11:37,MOBILE_APP,ATM Withdrawal,21678.89,0
TXN0000767,ACC000127,2025-10-08 21:49:37,ATM,Swiggy,18867.56,0
TXN0000768,ACC000528,2025-07-22 20:13:37,ONLINE,ATM Withdrawal,33037.65,0
TXN0000769,ACC000480,2025-08-20 20:59:37,MOBILE_APP,Netflix,22355.62,0
TXN0000770,ACC000261,2025-10-24 01:14:37,ATM,Swiggy,48222.54,1
TXN0000771,ACC000282,2025-10-05 02:45:37,MOBILE_APP,ATM Withdrawal,35495.38,0
TXN0000772,ACC000438,2025-11-13 11:36:37,ATM,Swiggy,43825.52,0
TXN0000773,ACC000715,2025-10-31 17:10:37,ATM,Amazon,49779.99,0
TXN0000774,ACC000318,2025-09-05 19:14:37,POS,Swiggy,31883.3,0
TXN0000775,ACC000678,2025-11-01 08:52:37,MOBILE_APP,Swiggy,18642.61,0
TXN0000776,ACC000111,2025-08-09 14:20:37,ATM,ATM Withdrawal,18341.96,0
TXN0000777,ACC000598,2025-11-12 21:31:37,MOBILE_APP,Swiggy,25990.59,0
TXN0000778,ACC000648,2025-07-30 18:15:37,POS,Netflix,33091.67,0
TXN0000779,ACC000437,2025-08-28 11:28:37,ONLINE,Swiggy,25411.61,0
TXN0000780,ACC000506,2025-11-09 15:04:37,MOBILE_APP,Amazon,15838.97,0
TXN0000781,ACC000212,2025-10-27 22:12:37,ATM,Flipkart,48966.99,0
TXN0000782,ACC000306,2025-07-13 19:37:37,POS,Flipkart,2909.82,0
TXN0000783,ACC000306,2025-09-17 21:22:37,MOBILE_APP,Netflix,24968.78,0
TXN0000784,ACC000750,2025-07-11 13:03:37,POS,Flipkart,3930.72,0
TXN0000785,ACC000541,2025-11-12 12:40:37,ONLINE,ATM Withdrawal,34486.25,0
TXN0000786,ACC000567,2025-08-27 14:30:37,MOBILE_APP,Flipkart,3439.98,0
TXN0000787,ACC000081,2025-09-26 03:59:37,ONLINE,Amazon,6303.71,0
TXN0000788,ACC000745,2025-08-19 07:35:37,ONLINE,Swiggy,43075.14,0
TXN0000789,ACC000479,2025-08-01 12:34:37,POS,Swiggy,49229.14,0
TXN0000790,ACC000778,2025-07-23 22:06:37,MOBILE_APP,Netflix,47295.34,0
TXN0000791,ACC000311,2025-09-03 12:04:37,ONLINE,Netflix,3350.71,0
TXN0000792,ACC000103,2025-10-08 12:18:37,ONLINE,Swiggy,11884.91,0
TXN0000793,ACC000327,2025-07-01 20:10:37,ATM,Swiggy,11609.81,0
TXN0000794,ACC000648,2025-11-07 08:24:37,ONLINE,ATM Withdrawal,34561.51,0
TXN0000795,ACC000587,2025-11-04 17:03:37,POS,ATM Withdrawal,25007.4,0
TXN0000796,ACC000649,2025-09-01 04:58:37,MOBILE_APP,Netflix,10501.14,0
TXN0000797,ACC000714,2025-09-06 09:57:37,ATM,Amazon,17869.43,0
TXN0000798,ACC000771,2025-07-04 21:58:37,MOBILE_APP,ATM Withdrawal,28808.31,0
TXN0000799,ACC000446,2025-10-25 14:10:37,POS,Swiggy,24943.98,0
TXN0000800,ACC000224,2025-08-27 20:58:37,MOBILE_APP,Amazon,49134.16,0
TXN0000801,ACC000705,2025-07-24 10:07:37,MOBILE_APP,Netflix,34789.03,0
TXN0000802,ACC000548,2025-09-27 00:17:37,POS,Flipkart,33477.32,1
TXN0000803,ACC000023,2025-07-16 22:58:37,ONLINE,ATM Withdrawal,49395.71,0
TXN0000804,ACC000151,2025-07-30 23:30:37,MOBILE_APP,ATM Withdrawal,45779.42,1
TXN0000805,ACC000770,2025-10-14 17:00:37,POS,Amazon,5926.68,0
TXN0000806,ACC000779,2025-10-01 05:53:37,MOBILE_APP,ATM Withdrawal,15239.39,0
TXN0000807,ACC000291,2025-11-13 00:12:37,ONLINE,ATM Withdrawal,32155.81,0
TXN0000808,ACC000747,2025-07-01 21:14:37,POS,ATM Withdrawal,32951.53,0
TXN0000809,ACC000799,2025-08-04 14:56:37,MOBILE_APP,ATM Withdrawal,11548.43,0
TXN0000810,ACC000663,2025-08-24 17:42:37,ONLINE,Amazon,44919.64,1
TXN0000811,ACC000279,2025-07-24 11:54:37,POS,ATM Withdrawal,25692.65,0
TXN0000812,ACC000377,2025-08-30 19:17:37,ATM,Netflix,5923.1,0
TXN0000813,ACC000257,2025-07-15 06:42:37,MOBILE_APP,Swiggy,9066.82,0
TXN0000814,ACC000539,2025-10-01 16:01:37,ATM,ATM Withdrawal,15320.84,0
TXN0000815,ACC000638,2025-08-16 05:20:37,POS,Swiggy,21094.73,0
TXN0000816,ACC000138,2025-08-12 22:57:37,ONLINE,Netflix,24991.94,0
TXN0000817,ACC000254,2025-08-13 10:33:37,ATM,Flipkart,34518.32,1
TXN0000818,ACC000549,2025-10-31 09:59:37,MOBILE_APP,ATM Withdrawal,35059.16,1
TXN0000819,ACC000060,2025-08-03 12:08:37,POS,Swiggy,43058.16,0
TXN0000820,ACC000488,2025-08-02 15:48:37,ATM,ATM Withdrawal,25933.12,0
TXN0000821,ACC000281,2025-09-01 01:49:37,ATM,Swiggy,2155.05,0
TXN0000822,ACC000541,2025-07-31 06:02:37,ATM,Netflix,7530.68,0
TXN0000823,ACC000130,2025-08-23 17:28:37,POS,Netflix,31187.58,0
TXN0000824,ACC000491,2025-08-30 00:19:37,MOBILE_APP,Flipkart,38268.75,0
TXN0000825,ACC000504,2025-09-26 09:26:37,POS,Flipkart,47881.45,0
TXN0000826,ACC000121,2025-11-01 22:50:37,MOBILE_APP,Flipkart,27335.11,0
TXN0000827,ACC000154,2025-07-18 03:03:37,POS,Netflix,30079.06,1
TXN0000828,ACC000702,2025-07-13 17:24:37,MOBILE_APP,Amazon,36189.19,0
TXN0000829,ACC000641,2025-09-07 11:31:37,MOBILE_APP,Swiggy,37562.35,1
TXN0000830,ACC000351,2025-08-23 07:36:37,ATM,Flipkart,13581.61,0
TXN0000831,ACC000082,2025-08-05 16:13:37,ONLINE,Netflix,24514.09,0
TXN0000832,ACC000745,2025-07-11 01:21:37,ATM,Netflix,21311.22,0
TXN0000833,ACC000621,2025-07-22 12:09:37,ATM,Netflix,35234.9,0
TXN0000834,ACC000610,2025-10-27 18:18:37,ONLINE,ATM Withdrawal,46201.23,0
TXN0000835,ACC000580,2025-08-17 17:48:37,ATM,ATM Withdrawal,45811.61,0
TXN0000836,ACC000213,2025-11-11 03:56:37,POS,Flipkart,6920.47,0
TXN0000837,ACC000652,2025-10-28 12:28:37,ONLINE,Flipkart,7410.18,0
TXN0000838,ACC000371,2025-06-30 02:10:37,MOBILE_APP,Swiggy,24387.43,0
TXN0000839,ACC000107,2025-09-28 05:23:37,ATM,Swiggy,34899.93,0
TXN0000840,ACC000504,2025-07-31 08:13:37,POS,Netflix,34800.68,0
TXN0000841,ACC000135,2025-09-29 03:59:37,MOBILE_APP,ATM Withdrawal,20257.77,0
TXN0000842,ACC000245,2025-07-20 11:25:37,MOBILE_APP,ATM Withdrawal,13380.23,0
TXN0000843,ACC000524,2025-10-04 20:43:37,POS,Netflix,28535.82,0
TXN0000844,ACC000017,2025-07-16 07:01:37,ONLINE,Flipkart,10838.45,0
TXN0000845,ACC000127,2025-07-08 01:31:37,MOBILE_APP,Flipkart,15727.31,0
TXN0000846,ACC000490,2025-09-25 16:02:37,POS,Swiggy,1828.39,0
TXN0000847,ACC000747,2025-10-22 17:29:37,POS,Flipkart,15150.93,0
TXN0000848,ACC000610,2025-09-21 22:03:37,MOBILE_APP,Flipkart,27786.7,0
TXN0000849,ACC000569,2025-08-06 12:52:37,ONLINE,Amazon,2217.6,0
TXN0000850,ACC000121,2025-11-08 05:47:37,ONLINE,Netflix,36616.52,0
TXN0000851,ACC000576,2025-07-26 11:54:37,ATM,ATM Withdrawal,38998.52,0
TXN0000852,ACC000506,2025-10-12 15:10:37,MOBILE_APP,Netflix,29480.3,0
TXN0000853,ACC000338,2025-09-15 00:27:37,MOBILE_APP,Amazon,2774.86,0
TXN0000854,ACC000575,2025-10-02 00:53:37,ONLINE,Netflix,21670.44,0
TXN0000855,ACC000438,2025-08-16 01:11:37,ONLINE,ATM Withdrawal,19617.49,0
TXN0000856,ACC000018,2025-08-27 08:37:37,ATM,Swiggy,48597.19,1
TXN0000857,ACC000180,2025-10-15 05:30:37,ATM,ATM Withdrawal,24837.5,0
TXN0000858,ACC000579,2025-07-02 06:55:37,POS,Amazon,1941.53,0
TXN0000859,ACC000477,2025-10-30 02:43:37,ONLINE,Amazon,46956.01,0
TXN0000860,ACC000686,2025-08-12 09:04:37,MOBILE_APP,ATM Withdrawal,45436.68,1
TXN0000861,ACC000481,2025-09-18 09:09:37,MOBILE_APP,Amazon,41294.7,0
TXN0000862,ACC000375,2025-07-20 07:32:37,ONLINE,Netflix,11753.11,0
TXN0000863,ACC000471,2025-07-25 21:51:37,ATM,Swiggy,40890.53,0
TXN0000864,ACC000456,2025-10-28 16:08:37,MOBILE_APP,Netflix,36618.25,1
TXN0000865,ACC000713,2025-10-14 15:21:37,ATM,Swiggy,6605.11,0
TXN0000866,ACC000516,2025-11-07 05:18:37,ATM,Netflix,20505.31,0
TXN0000867,ACC000351,2025-08-08 01:31:37,ONLINE,Amazon,11523.88,0
TXN0000868,ACC000187,2025-11-09 00:40:37,ONLINE,Amazon,22035.99,0
TXN0000869,ACC000621,2025-07-02 22:32:37,ATM,ATM Withdrawal,16440.29,0
TXN0000870,ACC000639,2025-07-31 09:16:37,ONLINE,Amazon,20580.33,0
TXN0000871,ACC000330,2025-10-09 12:37:37,POS,Flipkart,22451.98,0
TXN0000872,ACC000153,2025-10-01 07:05:37,ONLINE,ATM Withdrawal,43197.24,0
TXN0000873,ACC000458,2025-11-08 14:46:37,POS,ATM Withdrawal,45616.89,0
TXN0000874,ACC000450,2025-08-07 05:08:37,POS,Netflix,13173.78,0
TXN0000875,ACC000135,2025-08-07 09:30:37,ONLINE,Flipkart,9699.07,0
TXN0000876,ACC000778,2025-08-24 00:14:37,MOBILE_APP,Swiggy,19815.45,0
TXN0000877,ACC000374,2025-07-08 07:24:37,MOBILE_APP,ATM Withdrawal,49039.85,1
TXN0000878,ACC000538,2025-08-29 05:02:37,POS,Swiggy,8897.67,0
TXN0000879,ACC000132,2025-09-02 22:50:37,MOBILE_APP,Netflix,49050.44,0
TXN0000880,ACC000212,2025-07-24 12:05:37,POS,ATM Withdrawal,26380.46,0
TXN0000881,ACC000272,2025-06-29 22:14:37,MOBILE_APP,Flipkart,49240.39,0
TXN0000882,ACC000267,2025-07-16 03:17:37,POS,Amazon,3540.34,0
TXN0000883,ACC000335,2025-10-16 09:33:37,POS,ATM Withdrawal,41160.63,0
TXN0000884,ACC000694,2025-11-03 08:41:37,ATM,Netflix,41255.23,0
TXN0000885,ACC000046,2025-07-03 15:40:37,POS,Netflix,32730.58,1
TXN0000886,ACC000541,2025-07-13 17:13:37,MOBILE_APP,Flipkart,12978.34,0
TXN0000887,ACC000558,2025-11-13 15:18:37,ONLINE,Swiggy,12182.88,0
TXN0000888,ACC000313,2025-08-15 02:37:37,ATM,Swiggy,2394.35,0
TXN0000889,ACC000567,2025-08-22 13:48:37,ATM,Flipkart,32687.91,0
TXN0000890,ACC000620,2025-10-24 12:56:37,ONLINE,ATM Withdrawal,47603.33,0
TXN0000891,ACC000625,2025-07-15 06:50:37,POS,Amazon,13778.74,0
TXN0000892,ACC000392,2025-09-01 04:41:37,POS,Swiggy,4335.15,0
TXN0000893,ACC000276,2025-08-13 14:16:37,POS,Netflix,17051.37,0
TXN0000894,ACC000184,2025-10-12 14:14:37,ATM,Netflix,25581.35,0
TXN0000895,ACC000248,2025-09-04 10:46:37,MOBILE_APP,Flipkart,8787.53,0
TXN0000896,ACC000745,2025-09-13 20:15:37,MOBILE_APP,Flipkart,27725.31,0
TXN0000897,ACC000089,2025-07-02 20:30:37,ONLINE,Flipkart,2193.09,0
TXN0000898,ACC000062,2025-08-01 22:08:37,POS,ATM Withdrawal,1380.82,0
TXN0000899,ACC000706,2025-07-19 05:42:37,POS,Swiggy,14788.31,0
TXN0000900,ACC000303,2025-08-26 14:27:37,POS,Flipkart,32474.91,0
TXN0000901,ACC000457,2025-09-10 18:22:37,POS,Flipkart,22508.88,0
TXN0000902,ACC000139,2025-10-07 21:01:37,ONLINE,Netflix,15220.51,0
TXN0000903,ACC000379,2025-07-15 11:37:37,ONLINE,Netflix,12082.13,0
TXN0000904,ACC000097,2025-11-13 06:13:37,ATM,Netflix,46673.94,0
TXN0000905,ACC000100,2025-07-27 03:44:37,ONLINE,ATM Withdrawal,12843.52,0
TXN0000906,ACC000101,2025-07-17 20:39:37,POS,Swiggy,43215.94,1
TXN0000907,ACC000325,2025-07-09 13:53:37,POS,ATM Withdrawal,39826.23,0
TXN0000908,ACC000352,2025-10-26 02:02:37,POS,Swiggy,34690.1,0
TXN0000909,ACC000045,2025-08-30 08:07:37,ONLINE,ATM Withdrawal,23085.61,0
TXN0000910,ACC000323,2025-07-09 14:46:37,ONLINE,Netflix,35479.06,1
TXN0000911,ACC000365,2025-11-14 20:42:37,ONLINE,Swiggy,20244.26,0
TXN0000912,ACC000073,2025-08-24 01:07:37,ATM,Flipkart,13760.42,0
TXN0000913,ACC000042,2025-10-03 18:45:37,ONLINE,Netflix,32878.24,0
TXN0000914,ACC000571,2025-10-05 12:26:37,ATM,Flipkart,45856.65,1
TXN0000915,ACC000143,2025-10-29 22:06:37,MOBILE_APP,Netflix,45999.79,1
TXN0000916,ACC000244,2025-07-08 21:44:37,POS,Amazon,40354.59,0
TXN0000917,ACC000157,2025-09-06 04:47:37,POS,Flipkart,36192.61,0
TXN0000918,ACC000778,2025-11-12 13:32:37,MOBILE_APP,Swiggy,42612.1,0
TXN0000919,ACC000238,2025-10-31 08:35:37,ONLINE,ATM Withdrawal,40463.49,1
TXN0000920,ACC000499,2025-07-05 20:02:37,ONLINE,Swiggy,27992.21,0
TXN0000921,ACC000462,2025-07-23 00:24:37,ONLINE,Amazon,44090.1,0
TXN0000922,ACC000723,2025-09-26 14:04:37,POS,Amazon,35621.15,0
TXN0000923,ACC000732,2025-09-09 22:03:37,ONLINE,Netflix,16948.75,0
TXN0000924,ACC000047,2025-07-21 21:53:37,MOBILE_APP,Amazon,49707.55,0
TXN0000925,ACC000410,2025-08-27 02:13:37,POS,ATM Withdrawal,4513.8,0
TXN0000926,ACC000456,2025-10-05 14:59:37,MOBILE_APP,Netflix,32779.46,0
TXN0000927,ACC000618,2025-10-05 16:28:37,ONLINE,Swiggy,15489.5,0
TXN0000928,ACC000745,2025-08-08 01:26:37,MOBILE_APP,Amazon,48776.82,0
TXN0000929,ACC000522,2025-08-31 09:41:37,POS,Netflix,20726.68,0
TXN0000930,ACC000683,2025-08-06 11:09:37,POS,Flipkart,21184.14,0
TXN0000931,ACC000350,2025-07-03 18:04:37,MOBILE_APP,ATM Withdrawal,12089.72,0
TXN0000932,ACC000016,2025-10-03 15:20:37,MOBILE_APP,ATM Withdrawal,14392.38,0
TXN0000933,ACC000399,2025-10-16 05:43:37,ONLINE,Netflix,45984.69,0
TXN0000934,ACC000483,2025-09-20 04:47:37,MOBILE_APP,ATM Withdrawal,34490.15,0
TXN0000935,ACC000100,2025-09-22 07:51:37,ONLINE,Flipkart,20122.27,0
TXN0000936,ACC000029,2025-11-07 23:54:37,MOBILE_APP,Flipkart,31852.23,0
TXN0000937,ACC000379,2025-11-10 18:33:37,ATM,ATM Withdrawal,11626.06,0
TXN0000938,ACC000362,2025-09-01 01:45:37,MOBILE_APP,Netflix,412.18,0
TXN0000939,ACC000347,2025-08-28 14:47:37,ONLINE,ATM Withdrawal,37602.67,0
TXN0000940,ACC000024,2025-10-14 19:14:37,ATM,Swiggy,7194.76,0
TXN0000941,ACC000751,2025-08-25 14:48:37,POS,Netflix,27191.49,0
TXN0000942,ACC000383,2025-08-07 18:10:37,MOBILE_APP,Netflix,5283.91,0
TXN0000943,ACC000340,2025-08-14 15:18:37,ATM,Amazon,12972.85,0
TXN0000944,ACC000575,2025-10-24 03:46:37,ONLINE,Amazon,47315.15,0
TXN0000945,ACC000727,2025-09-07 02:56:37,ONLINE,Amazon,28920.14,0
TXN0000946,ACC000026,2025-08-22 06:04:37,ONLINE,Amazon,17380.15,0
TXN0000947,ACC000596,2025-07-10 04:25:37,POS,Netflix,18423.94,0
TXN0000948,ACC000098,2025-10-15 16:24:37,ONLINE,Amazon,35449.09,0
TXN0000949,ACC000261,2025-08-31 21:57:37,ATM,Flipkart,26665.74,0
TXN0000950,ACC000470,2025-09-19 07:06:37,POS,Flipkart,47907.5,0
TXN0000951,ACC000282,2025-10-01 21:19:37,ONLINE,Swiggy,46327.02,0
TXN0000952,ACC000419,2025-10-20 05:34:37,POS,Amazon,33521.59,0
TXN0000953,ACC000550,2025-10-12 03:27:37,ATM,Flipkart,42959.32,1
TXN0000954,ACC000352,2025-08-02 04:25:37,MOBILE_APP,Swiggy,39920.04,0
TXN0000955,ACC000198,2025-06-30 00:35:37,ATM,Netflix,42349.16,0
TXN0000956,ACC000262,2025-09-18 02:50:37,POS,Amazon,6679.72,0
TXN0000957,ACC000374,2025-08-26 17:52:37,ATM,Amazon,49226.7,1
TXN0000958,ACC000243,2025-08-12 11:37:37,ATM,Swiggy,21631.8,0
TXN0000959,ACC000077,2025-10-23 21:35:37,POS,Amazon,10546.57,0
TXN0000960,ACC000102,2025-09-17 10:43:37,ATM,ATM Withdrawal,11587.82,0
TXN0000961,ACC000487,2025-07-29 01:04:37,MOBILE_APP,Swiggy,21799.98,0
TXN0000962,ACC000459,2025-08-02 01:21:37,ATM,Amazon,35044.34,0
TXN0000963,ACC000506,2025-07-18 15:10:37,ATM,Flipkart,22700.91,0
TXN0000964,ACC000132,2025-07-14 18:40:37,MOBILE_APP,Swiggy,33524.54,0
TXN0000965,ACC000141,2025-10-18 10:16:37,MOBILE_APP,Swiggy,48835.31,0
TXN0000966,ACC000475,2025-08-20 21:22:37,ATM,Netflix,9386.13,0
TXN0000967,ACC000337,2025-09-05 07:09:37,POS,Netflix,49741.45,0
TXN0000968,ACC000254,2025-09-18 15:19:37,MOBILE_APP,Netflix,31560.14,0
TXN0000969,ACC000668,2025-07-25 12:53:37,POS,Flipkart,46947.1,0
TXN0000970,ACC000340,2025-07-11 08:56:37,ATM,ATM Withdrawal,17341.61,0
TXN0000971,ACC000185,2025-11-12 02:08:37,MOBILE_APP,Swiggy,5980.08,0
TXN0000972,ACC000074,2025-10-13 00:22:37,ATM,Netflix,175.36,0
TXN0000973,ACC000028,2025-10-03 05:53:37,POS,Flipkart,21639.05,0
TXN0000974,ACC000334,2025-08-06 15:02:37,ONLINE,Netflix,37808.14,0
TXN0000975,ACC000270,2025-08-05 05:47:37,ATM,Flipkart,9715.71,0
TXN0000976,ACC000513,2025-07-10 00:54:37,ATM,ATM Withdrawal,47793.94,0
TXN0000977,ACC000725,2025-07-19 08:21:37,ATM,Swiggy,785.68,0
TXN0000978,ACC000765,2025-09-17 07:14:37,ONLINE,Amazon,48702.2,0
TXN0000979,ACC000717,2025-09-19 16:22:37,POS,Netflix,45904.81,0
TXN0000980,ACC000690,2025-11-06 12:21:37,MOBILE_APP,ATM Withdrawal,1859.41,0
TXN0000981,ACC000785,2025-10-04 08:26:37,MOBILE_APP,Amazon,28599.6,0
TXN0000982,ACC000358,2025-07-02 18:38:37,ATM,Amazon,14442.84,0
TXN0000983,ACC000005,2025-10-02 22:23:37,MOBILE_APP,Amazon,45156.49,0
TXN0000984,ACC000094,2025-07-21 11:45:37,ONLINE,Amazon,39471.14,0
TXN0000985,ACC000545,2025-10-21 23:38:37,POS,Swiggy,19533.99,0
TXN0000986,ACC000333,2025-10-18 02:34:37,ATM,Netflix,42862.53,1
TXN0000987,ACC000790,2025-10-10 21:11:37,POS,Netflix,20808.8,0
TXN0000988,ACC000009,2025-07-14 10:30:37,POS,Flipkart,38747.71,0
TXN0000989,ACC000333,2025-08-30 16:01:37,MOBILE_APP,Amazon,11390.63,0
TXN0000990,ACC000682,2025-07-22 19:29:37,MOBILE_APP,Flipkart,17355.1,0
TXN0000991,ACC000786,2025-08-05 08:34:37,ONLINE,Swiggy,35124.45,0
TXN0000992,ACC000462,2025-11-04 09:45:37,POS,ATM Withdrawal,10380.81,0
TXN0000993,ACC000347,2025-11-10 16:43:37,MOBILE_APP,Netflix,2148.74,0
TXN0000994,ACC000581,2025-09-07 13:27:37,ATM,Amazon,11558.81,0
TXN0000995,ACC000319,2025-10-06 01:12:37,ATM,Swiggy,4945.59,0
TXN0000996,ACC000735,2025-07-15 10:21:37,ATM,Flipkart,2531.74,0
TXN0000997,ACC000129,2025-10-20 05:08:37,POS,Netflix,1933.65,0
